id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
A0A7L8YNW0,3.044522437723423,-0.162986,-0.032206,-0.00938600000000001,2.711401301139274,2.125213838799553,0.5832594577683301,2.4234982057924843,0.624488675178011,0.16565021409450156,0.7632652888379363,1.01228030515603,0.027013625260513905,0.01333764319867855,0.8868076663244109,1.3877836579384504
A0A7L8YNY1,4.477336814478207,-0.0007126436781609285,0.002666436781609196,-0.015598390804597713,2.7586737976252667,2.3471972100247718,1.603231303708004,2.38522438959276,0.5868904028261475,0.44593430169739684,0.6757974945501187,0.5921436307024054,0.2410154174698705,0.1784688541728111,0.9361133715217069,1.3767231000479883
A0A7L8YP29,3.044522437723423,-0.10384200000000002,-0.03269999999999999,0.07361299999999998,2.6769776505821836,1.1796696908495592,0.5092651926942882,2.9894959781695882,0.3321644550573592,0.1556313335406325,0.9302933208492965,0.9965906710308369,0.0433418527503347,0.012699049425430202,0.8947046001917687,1.4037147415469746
A0A7L8YP34,4.61512051684126,-0.030542999999999997,0.04265919999999998,-0.15517320000000007,3.281229068479181,1.4319488717781659,2.3560186318479373,3.0946027867650963,0.361022584902743,0.4936792734855517,0.7911658916566865,0.7887415353701558,0.17485063576431953,0.046508837426260934,0.8740785056234726,1.5032857788896208
A0A7L8YPI3,3.6375861597263857,-0.048630270270270295,0.06526594594594594,0.1250956756756757,2.861213019729997,1.67284273382117,1.0667534830732104,2.618924393096814,0.4477110527743406,0.24291364703016186,0.8605508545752526,0.8637863060653261,0.11883755169889651,0.0451539162305106,0.9552207372418423,1.3874625598613206
D0UGQ8,2.833213344056216,0.06135124999999999,-0.06168375,-0.007932499999999978,2.6720706467590545,1.9594057504736218,0.6732789281644859,2.5768564997893155,0.6044074224336431,0.20039187457998633,0.7710608045475005,1.0554956430726392,0.006161083569530781,0.005009934145544428,0.8722604925698816,1.5288144180344578
H6U289,5.0689042022202315,-0.004347468354430356,-0.011249367088607591,0.0151810126582279,3.2118963552495567,2.063869334828625,0.8880169883740197,2.9580140517357107,0.5667493929681838,0.21591766509607213,0.7950941374891753,0.8783077545501504,0.08166238651234528,0.0463992839163333,0.923495990087941,1.4437958969701263
H6U2D7,4.3694478524670215,0.07465897435897437,0.032920256410256414,-0.03196743589743585,3.0535781788060667,1.856962826304259,1.3355928025003188,2.6544455016430115,0.5249324795156437,0.3296806714714725,0.7847015654423517,0.8898500023734579,0.10004777220937276,0.023089235919409052,0.9256758092753228,1.4107628594359558
L7R3P5,5.0106352940962555,-0.01507798657718122,-0.015508859060402667,-0.012309664429530203,2.832964742525231,2.6454486796538843,1.8302958926700719,2.718530481017798,0.694868007753251,0.36504399110413965,0.6195977213965436,0.6148684048533521,0.2588460396043435,0.13304230836433928,0.9466567572463556,1.3451840023871917
L7R434,5.123963979403259,0.00399437125748504,0.0175901796407186,4.7185628742498186e-05,2.9044589504212257,2.163964791881897,2.3081518406821693,2.525301708790939,0.5760752200427562,0.5026254308436635,0.6445967864657031,0.581634914002688,0.23683444523724717,0.18755473376682533,0.9508711892169911,1.343288547940244
O09328,4.770684624465665,0.0400834188034188,-0.006474871794871808,0.06026393162393164,2.972779036016631,2.330077569876928,2.11359074979418,2.4509111847724294,0.6169374948490638,0.47632817285393986,0.6264978844297789,0.49244680613976954,0.40760460280224875,0.10856927778077792,0.9594881494720858,1.3351434210625561
O09329,4.770684624465665,0.038989572649572625,-0.019391965811965815,0.05376769230769234,2.9677251160508926,2.3666999177817054,1.8337316724397512,2.485956441352932,0.640757556012049,0.4057198100472417,0.6517830851968283,0.499231487702772,0.4005087772342456,0.10888042175436945,0.9599580093007891,1.3411676056219373
W8WS20,4.90527477843843,-0.03665253731343283,-0.07187880597014924,0.06383626865671645,3.094745000351725,2.7686693880333686,1.584651491331393,2.309785964584993,0.6420771074117959,0.37853388349133776,0.6666701487142406,0.7987387394275038,0.15216911496263655,0.05661094033537098,0.9177741358269313,1.5030248333534253
X5JBA8,4.77912349311153,-0.011608644067796624,-0.01869372881355935,-0.0038100000000000234,3.174987247083501,1.9883964278800659,1.2948762751327245,2.501252399955741,0.5267403727034304,0.38282998163604126,0.758937273379559,0.695685157337122,0.24182399756816392,0.07103785172296519,0.9661683523980226,1.2834982026762003
